"ESTU_GENERO","ESTU_CONSECUTIVO","ESTU_TIENEETNIA","ESTU_DEPTO_RESIDE","ESTU_COD_RESIDE_DEPTO","FAMI_ESTRATOVIVIENDA","FAMI_EDUCACIONPADRE","FAMI_EDUCACIONMADRE","FAMI_TRABAJOLABORPADRE","FAMI_TRABAJOLABORMADRE","FAMI_NUMLIBROS","ESTU_DEDICACIONLECTURADIARIA","ESTU_DEDICACIONINTERNET","ESTU_HORASSEMANATRABAJA","COLE_NATURALEZA","COLE_BILINGUE","COLE_JORNADA","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_C_NATURALES","PUNT_SOCIALES_CIUDADANAS","PUNT_INGLES","PUNT_GLOBAL"
"F","SB11202040069232","No","BOGOTÁ",11,"Estrato 2","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Es vendedor o trabaja en atención al público","Es vendedor o trabaja en atención al público","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Más de 3 horas","0","OFICIAL","N","UNICA",52,47,39,39,45,222
"M","SB11202040490889","No","VALLE",76,"Estrato 2","Secundaria (Bachillerato) completa","Primaria completa","Es vendedor o trabaja en atención al público","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","0 A 10 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","Entre 21 y 30 horas","OFICIAL","N","UNICA",39,47,56,39,57,231
"F","SB11202040385004","No","BOGOTÁ",11,"Estrato 4","No sabe","Técnica o tecnológica completa","No sabe","Es vendedor o trabaja en atención al público","26 A 100 LIBROS","Entre 1 y 2 horas","Entre 30 y 60 minutos","0","NO OFICIAL","N","COMPLETA",66,62,59,62,62,311
"F","SB11202040148664","No","SUCRE",70,"Estrato 3","Técnica o tecnológica completa","Secundaria (Bachillerato) incompleta","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja en el hogar, no trabaja o estudia","MÁS DE 100 LIBROS","Entre 1 y 2 horas","Más de 3 horas","Menos de 10 horas","NO OFICIAL","N","COMPLETA",58,63,56,50,55,283
"F","SB11202040038774","No","SANTANDER",68,"Estrato 2","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja en el hogar, no trabaja o estudia","26 A 100 LIBROS","Entre 30 y 60 minutos","Más de 3 horas","0","NO OFICIAL","N","COMPLETA",44,45,40,43,45,216
"M","SB11202040045697","No","BOLIVAR",13,"Estrato 2","Técnica o tecnológica completa","Técnica o tecnológica completa","No sabe","Trabaja en el hogar, no trabaja o estudia","26 A 100 LIBROS","Entre 30 y 60 minutos","Más de 3 horas","0","OFICIAL","N","MAÑANA",56,64,52,47,44,270
"F","SB11202040079183","No","ATLANTICO",8,"Estrato 4","Educación profesional completa","Educación profesional completa","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia","26 A 100 LIBROS","Entre 30 y 60 minutos","Más de 3 horas","0","NO OFICIAL","N","COMPLETA",64,70,68,70,79,344
"F","SB11202040187894","No","BOGOTÁ",11,"Estrato 4","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","26 A 100 LIBROS","Entre 30 y 60 minutos","Más de 3 horas","0","OFICIAL",NA,"UNICA",69,56,53,56,73,298
"M","SB11202040508620","No","CAQUETA",18,"Estrato 1","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja por cuenta propia (por ejemplo plomero, electricista)","11 A 25 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","Menos de 10 horas","OFICIAL","N","MAÑANA",54,55,51,47,46,257
"M","SB11202040536219","Si","SUCRE",70,"Estrato 6","Ninguno",NA,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","0","OFICIAL",NA,"MAÑANA",32,40,35,30,34,171
"F","SB11202040526770","No","VALLE",76,"Sin Estrato","Primaria incompleta","Primaria incompleta","No sabe","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","30 minutos o menos","30 minutos o menos","Menos de 10 horas","OFICIAL","N","UNICA",59,48,48,50,52,257
"F","SB11202040216245","No","SANTANDER",68,"Estrato 4","Educación profesional completa","Educación profesional incompleta","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Es vendedor o trabaja en atención al público","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","0","NO OFICIAL","N","COMPLETA",73,65,63,60,65,326
"M","SB11202040092294","No","ANTIOQUIA",5,"Estrato 4","Postgrado","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja por cuenta propia (por ejemplo plomero, electricista)","26 A 100 LIBROS","30 minutos o menos","Entre 1 y 3 horas","Menos de 10 horas","NO OFICIAL","N","UNICA",65,64,64,51,46,299
"F","SB11202040306756","No","CALDAS",17,"Estrato 2","Técnica o tecnológica incompleta","Educación profesional completa","Trabaja en el hogar, no trabaja o estudia","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","0 A 10 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","Más de 30 horas","OFICIAL","N","MAÑANA",44,43,33,43,49,207
"M","SB11202040318909","No","BOGOTÁ",11,"Estrato 1","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","0 A 10 LIBROS","30 minutos o menos","30 minutos o menos","0","OFICIAL",NA,"UNICA",45,64,58,50,49,269
"F","SB11202040176665","No","HUILA",41,"Estrato 1","Primaria incompleta","Primaria completa","Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","30 minutos o menos","Entre 1 y 3 horas","0","NO OFICIAL","N","SABATINA",57,42,46,51,35,240
"F","SB11202040139607","No","HUILA",41,"Estrato 1","Primaria incompleta","Primaria completa","Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","Entre 1 y 2 horas","30 minutos o menos","0","OFICIAL","N","MAÑANA",68,77,77,59,80,355
"F","SB11202040337968","No","SUCRE",70,"Estrato 1","Primaria completa","Educación profesional completa","Trabaja en el hogar, no trabaja o estudia","Es vendedor o trabaja en atención al público","0 A 10 LIBROS","30 minutos o menos","Entre 1 y 3 horas","0","OFICIAL","N","MAÑANA",51,54,44,44,31,235
"M","SB11202040087782","No","BOGOTÁ",11,"Estrato 3","Educación profesional completa","Educación profesional completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","26 A 100 LIBROS","No leo por entretenimiento","Entre 1 y 3 horas","Menos de 10 horas","NO OFICIAL","N","COMPLETA",65,58,63,57,52,300
"M","SB11202040077303","No","SUCRE",70,"Estrato 2","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Trabaja en el hogar, no trabaja o estudia","11 A 25 LIBROS","30 minutos o menos","Más de 3 horas","Menos de 10 horas","OFICIAL","N","MAÑANA",43,50,55,44,54,242
"M","SB11202040518822","No","LA GUAJIRA",44,"Estrato 3","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","No sabe","No sabe","11 A 25 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","Menos de 10 horas","OFICIAL","N","UNICA",38,36,41,27,35,177
"M","SB11202040178044","No","ANTIOQUIA",5,"Estrato 2","Ninguno","Técnica o tecnológica completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","Menos de 10 horas","NO OFICIAL","N","COMPLETA",73,77,61,70,77,354
"M","SB11202040427195","No","CAUCA",19,"Estrato 1","Secundaria (Bachillerato) completa","Educación profesional completa","No sabe","No sabe","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Más de 3 horas","0","OFICIAL","N","TARDE",59,59,52,56,52,281
"M","SB11202040535333","No","BOGOTÁ",11,"Estrato 2","Educación profesional completa","Secundaria (Bachillerato) completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Es vendedor o trabaja en atención al público","11 A 25 LIBROS","30 minutos o menos","Entre 1 y 3 horas","Menos de 10 horas","NO OFICIAL",NA,"MAÑANA",58,44,56,55,62,270
"F","SB11202040025904","No","BOGOTÁ",11,"Estrato 2","Primaria incompleta","Secundaria (Bachillerato) completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es operario de máquinas o conduce vehículos (taxita, chofer)","26 A 100 LIBROS","30 minutos o menos","Entre 1 y 3 horas","0","OFICIAL","N","TARDE",50,46,49,57,54,254
"M","SB11202040161603","No","HUILA",41,"Estrato 2","Primaria completa","Primaria completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","MÁS DE 100 LIBROS","Entre 1 y 2 horas","Entre 1 y 3 horas","Entre 11 y 20 horas","OFICIAL","N","MAÑANA",54,57,62,52,65,285
"M","SB11202040008319","No","BOLIVAR",13,"Estrato 1","Educación profesional completa","Primaria completa","Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","0","NO OFICIAL",NA,"MAÑANA",46,38,37,35,38,195
"F","SB11202040230859","No","SUCRE",70,"Estrato 2","Educación profesional completa","Educación profesional completa","Pensionado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","OFICIAL","N","MAÑANA",63,58,56,66,65,305
"F","SB11202040532612","No","CASANARE",85,"Estrato 1","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja por cuenta propia (por ejemplo plomero, electricista)","0 A 10 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","Menos de 10 horas","OFICIAL",NA,"MAÑANA",74,68,64,64,63,336
"M","SB11202040174409","No","ANTIOQUIA",5,"Sin Estrato","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","30 minutos o menos","Entre 1 y 3 horas","Menos de 10 horas","OFICIAL","N","MAÑANA",49,50,42,34,42,218
"M","SB11202040305613","No","ATLANTICO",8,"Estrato 2","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","0 A 10 LIBROS","No leo por entretenimiento","Más de 3 horas","0","OFICIAL","N","UNICA",53,59,45,43,40,246
"M","SB11202040326879","No","SANTANDER",68,"Estrato 2","Secundaria (Bachillerato) incompleta","Educación profesional completa","No sabe","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","26 A 100 LIBROS","Entre 1 y 2 horas","Más de 3 horas","Entre 21 y 30 horas","OFICIAL","N","TARDE",50,62,52,46,43,259
"M","SB11202040274862","No","ANTIOQUIA",5,"Estrato 3","No sabe","Primaria incompleta","Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","30 minutos o menos","Más de 3 horas","0","OFICIAL","N","MAÑANA",48,42,42,33,37,205
"F","SB11202040248814","No","VALLE",76,"Estrato 2","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Pensionado","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","26 A 100 LIBROS","30 minutos o menos","Más de 3 horas","0","NO OFICIAL",NA,"MAÑANA",51,50,58,55,51,267
"M","SB11202040306222","No","ATLANTICO",8,"Estrato 3","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","11 A 25 LIBROS","Entre 1 y 2 horas","Entre 30 y 60 minutos","0","OFICIAL","N","UNICA",59,41,46,55,38,247
"F","SB11202040018342","No","ATLANTICO",8,"Estrato 3","Postgrado","Postgrado","Es vendedor o trabaja en atención al público","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","NO OFICIAL","N","MAÑANA",71,47,58,72,69,313
"M","SB11202040261365","No","NARIÑO",52,"Estrato 1","No sabe","Primaria incompleta","No sabe","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","26 A 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","0","NO OFICIAL",NA,"MAÑANA",52,48,54,56,45,260
"F","SB11202040494402","No","TOLIMA",73,"Estrato 2","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","0 A 10 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","0","OFICIAL","N","SABATINA",47,44,42,42,39,217
"F","SB11202040224581","No","ANTIOQUIA",5,"Estrato 1","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","0","OFICIAL","N","COMPLETA",43,40,39,40,35,200
"F","SB11202040050200","No","BOYACA",15,"Estrato 1","Primaria incompleta","Ninguno","Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","0","OFICIAL",NA,"COMPLETA",48,42,43,50,39,226
"M","SB11202040462536","No","BOGOTÁ",11,"Estrato 4","Educación profesional incompleta","Postgrado",NA,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","26 A 100 LIBROS","30 minutos o menos","Más de 3 horas","0","NO OFICIAL","N","COMPLETA",69,67,65,72,71,342
"M","SB11202040387371","No","CAUCA",19,"Estrato 4","Primaria completa","Primaria incompleta","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","11 A 25 LIBROS","Entre 1 y 2 horas","Más de 3 horas","Entre 21 y 30 horas","OFICIAL",NA,"MAÑANA",40,31,34,40,45,185
"M","SB11202040435284","No","CAUCA",19,"Estrato 3","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa",NA,"Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","11 A 25 LIBROS","No leo por entretenimiento","Más de 3 horas","0","NO OFICIAL",NA,"SABATINA",46,38,33,28,36,181
"F","SB11202040027393","No","BOGOTÁ",11,"Estrato 4","Educación profesional completa","Educación profesional completa","No sabe","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","MÁS DE 100 LIBROS","30 minutos o menos","Entre 1 y 3 horas","0","NO OFICIAL","N","COMPLETA",69,80,71,77,76,372
"M","SB11202040096714","No","BOGOTÁ",11,"Estrato 2","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Pensionado","No sabe","26 A 100 LIBROS","Entre 1 y 2 horas","Más de 3 horas","0","OFICIAL","N","MAÑANA",71,73,60,69,62,339
"M","SB11202040379678","No","ANTIOQUIA",5,"Estrato 3","No sabe","Técnica o tecnológica completa","Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia","11 A 25 LIBROS","No leo por entretenimiento","Entre 1 y 3 horas","0","OFICIAL","N","UNICA",58,67,57,56,45,292
"M","SB11202040065653","No","ANTIOQUIA",5,"Estrato 1","Educación profesional incompleta","Técnica o tecnológica incompleta",NA,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","0 A 10 LIBROS","Entre 1 y 2 horas","30 minutos o menos","0","OFICIAL","N","UNICA",65,56,61,61,50,300
"M","SB11202040576036",NA,"ANTIOQUIA",5,"Estrato 2","Secundaria (Bachillerato) completa","Técnica o tecnológica incompleta","Es vendedor o trabaja en atención al público","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","11 A 25 LIBROS","30 minutos o menos","30 minutos o menos","0","NO OFICIAL","N","SABATINA",37,41,39,39,46,198
"F","SB11202040057918","No","BOGOTÁ",11,"Estrato 2","Técnica o tecnológica completa","Técnica o tecnológica completa","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Es vendedor o trabaja en atención al público","26 A 100 LIBROS","Más de 2 horas","Entre 1 y 3 horas","0","OFICIAL","N","MAÑANA",66,49,63,67,49,302
"F","SB11202040326822","No","QUINDIO",63,"Estrato 2","No sabe","Secundaria (Bachillerato) completa","No sabe","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","0 A 10 LIBROS","30 minutos o menos","Entre 1 y 3 horas","0","OFICIAL","N","UNICA",55,40,31,42,32,206
"F","SB11202040146606","No","CASANARE",85,"Estrato 1","Primaria incompleta","Primaria incompleta","Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia","0 A 10 LIBROS","30 minutos o menos","30 minutos o menos","Menos de 10 horas","OFICIAL","N","MAÑANA",53,22,42,53,41,212
"M","SB11202040567289","No","BOLIVAR",13,"Sin Estrato","Secundaria (Bachillerato) completa","Primaria completa","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Entre 1 y 3 horas","Entre 11 y 20 horas","OFICIAL","N","SABATINA",46,44,36,33,38,198
"M","SB11202040059219","No","BOGOTÁ",11,"Estrato 2","Primaria completa","Secundaria (Bachillerato) completa","Es agricultor, pesquero o jornalero","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","11 A 25 LIBROS","No leo por entretenimiento","30 minutos o menos","Entre 11 y 20 horas","NO OFICIAL",NA,"COMPLETA",37,35,42,41,39,194
"M","SB11202040141085","No","VALLE",76,"Estrato 3","Secundaria (Bachillerato) completa","Educación profesional completa","No sabe","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","0 A 10 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","0","OFICIAL","N","MAÑANA",63,51,58,53,51,279
